Restaurant Name,,City,Address,Locality,,,,Cuisines,,,Has Table booking,Has Online delivery,,,,Aggregate rating,,Rating text
Baketown By Gagan Bakers,,New Delhi,"Near Bharti Vidyalaya, Main Road, Chander Vihar, Nangloi, New Delhi",Nangloi,,,,"Fast Food, Bakery",,,No,No,,,,0,,Not rated
Bala Ji Rasoi,,New Delhi,"A-18, Naresh Park, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
Bansiwala Sweets & Caterers,,New Delhi,"Near Metro Pillar 629, Rohtak Road, Mundka, Nangloi, New Delhi",Nangloi,,,,"Mithai, Street Food",,,No,No,,,,0,,Not rated
Best Chicken Corner,,New Delhi,"Main Rohtak Road, Near Sutan Puri More, Opposite Metro Pillar 373, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
Bhardwaj Bakery,,New Delhi,"Near Naresh Park, Nangloi, New Delhi",Nangloi,,,,"Bakery, Pizza",,,No,No,,,,0,,Not rated
Bikaner Sweets & Restaurant,,New Delhi,"Opposite Sanjay Gandhi Hospital, Mangolpuri, Nangloi, New Delhi",Nangloi,,,,"Mithai, Street Food, North Indian",,,No,No,,,,0,,Not rated
Classic Chef Corner,,New Delhi,"Opposite Metro Pillar 520, Near Mundka Metro Station, Rohtak Road, Nangloi, New Delhi",Nangloi,,,,"Chinese, North Indian",,,No,No,,,,0,,Not rated
Dabas Ke Special Chole Bhature,,New Delhi,"Main Market, Mundka, Near, Nangloi, New Delhi",Nangloi,,,,Street Food,,,No,No,,,,0,,Not rated
Daily Belly,,New Delhi,"A-1, Swarn Park, Main Rohtak Road, Metro Pillar 486, Mundka, Nangloi, New Delhi",Nangloi,,,,"North Indian, South Indian, Chinese",,,No,No,,,,0,,Not rated
Deep Bakery And Cake,,New Delhi,"3, Najafgarh Road, Opposite Krishna Mandir, Nangloi, New Delhi",Nangloi,,,,"Bakery, Desserts",,,No,No,,,,0,,Not rated
Dhaba NH10,,New Delhi,"E 53, Camp 2, Nangloi, New Delhi",Nangloi,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
Dilkhush Dhaba,,New Delhi,"Near Flyover, Rohtak Road, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
Do Bhai Paneer Wale And Sweets,,New Delhi,"1, Behind Police Station, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,Bakery,,,No,No,,,,0,,Not rated
Dosa and Pizza Corner,,New Delhi,"Sultanpuri Mod Market, Nangloi, New Delhi",Nangloi,,,,"South Indian, Pizza, Chinese",,,No,No,,,,0,,Not rated
Gulati Ki Rasoi,,New Delhi,"A 111, Hari Enclave 1, Aman Vihar, Sultanpuri, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
JMD Family Restaurant,,New Delhi,"Chanchal Park, Near Bus Stand, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
Jyoti Sweets,,New Delhi,"Near MG Plaza, Naresh Park, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,Mithai,,,No,No,,,,0,,Not rated
Khana Khazana,,New Delhi,"Idgah Market, Sultanpuri, Near, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
Krishna Panjabi Rasoi,,New Delhi,"10/10, Yadav Park, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
Lazeez Zaika,,New Delhi,"Near P K Medicals, Nilothi Mod, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,"North Indian, Chinese",,,No,No,,,,0,,Not rated
Mannat Chinese Fast Food,,New Delhi,"Shop 41, Kotla Vihar, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,"Chinese, Bakery",,,No,No,,,,0,,Not rated
Pizza Hot,,New Delhi,"Shop 9, Uday Market, Chander Vihar, Nangloi, New Delhi",Nangloi,,,,"Italian, Fast Food, South Indian",,,No,No,,,,0,,Not rated
Raju Fast Food,,New Delhi,"Peer Baba Chowk, Shiv Ram Park, Opposite Chitra Palace, Nangloi, New Delhi",Nangloi,,,,"Street Food, Fast Food",,,No,No,,,,0,,Not rated
Ramesh Caterers & Dhaba,,New Delhi,"A-26, Rajneet Vihar, Main Road, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
Sethi's Express,,New Delhi,"Shop B-5, Uday Vihar, Aggarwal Chowk, Chander Vihar, Nilothi Extension, Nangloi, New Delhi",Nangloi,,,,"South Indian, North Indian, Chinese",,,No,No,,,,0,,Not rated
Shahi Chicken Biryani Corner,,New Delhi,"Near Bharti Vidyalaya, Main Road, Chander Vihar, Nangloi, New Delhi",Nangloi,,,,Biryani,,,No,No,,,,0,,Not rated
Spicy Curry,,New Delhi,"G-7, Krishna Plaza, Pocket B, Commercial Complex, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
Super Star Restaurant,,New Delhi,"A6, Shiv Ram Park, Nilothi More, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
Swagi Food Corner,,New Delhi,"Shop 2, GRM Complex, Main Rohtak Road, Nangloi, New Delhi",Nangloi,,,,"Chinese, Fast Food",,,No,No,,,,0,,Not rated
Taoji Ke Amratsari Naan,,New Delhi,"Chanchal Park, Near Bus Stand, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,"Fast Food, North Indian",,,No,No,,,,0,,Not rated
TCW Chaat Point,,New Delhi,"36/1, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,Street Food,,,No,No,,,,0,,Not rated
The Food Express,,New Delhi,"126/110, Main Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,North Indian,,,No,No,,,,0,,Not rated
The Pizza Family,,New Delhi,"126/114, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,Pizza,,,No,No,,,,0,,Not rated
The Regal Chicken Corner,,New Delhi,"Near Water Tank, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,"North Indian, Mughlai",,,No,No,,,,0,,Not rated
Welcome Rasoi,,New Delhi,"Near Naresh Park, Najafgarh Road, Nangloi, New Delhi",Nangloi,,,,"North Indian, Fast Food",,,No,No,,,,0,,Not rated
Agarwal Sweets,,New Delhi,"Near PVR Cinema, Community Center, Naraina, New Delhi",Naraina,,,,Mithai,,,No,No,,,,3,,Average
Aurangzeb Rd,,New Delhi,"C 126, 2nd Floor, Phase 1, Naraina, New Delhi",Naraina,,,,"North Indian, Mughlai",,,No,Yes,,,,3.4,,Average
Bengali Sweet Corner,,New Delhi,"3, Near PVR Cinema, Community Center, Naraina, New Delhi",Naraina,,,,"South Indian, Street Food, Desserts",,,No,No,,,,3,,Average
Cafe Coffee Day,,New Delhi,"Ground Floor, Community Centre, Naraina, New Delhi",Naraina,,,,Cafe,,,No,No,,,,2.6,,Average
Chinese K. Food,,New Delhi,"ER - 09, Near Reliance Fresh, Inderpuri, Naraina, New Delhi",Naraina,,,,Chinese,,,No,No,,,,2.9,,Average
Chocowell,,New Delhi,"E 42, Naraina Vihar, New Delhi, Naraina, New Delhi",Naraina,,,,"Desserts, Bakery",,,No,No,,,,3.2,,Average
Choice,,New Delhi,"Shop 1, Block CB-369, Ring Road Naraina, Naraina, New Delhi",Naraina,,,,"South Indian, North Indian",,,No,No,,,,3,,Average
Desi Street,,New Delhi,"C-1C, Part-B, Naraina Ring Road, Near Kali Mata Mandir, Naraina, New Delhi",Naraina,,,,"North Indian, South Indian, Chinese",,,No,No,,,,3.1,,Average
Enigma Lounge,,New Delhi,"Hotel Excel, E-16, Naraina, New Delhi",Naraina,,,,"Chinese, North Indian",,,No,No,,,,2.8,,Average
Flavors Of London,,New Delhi,"WZ - 167, Naraina Village, Near Sabji Mandi, Naraina, New Delhi",Naraina,,,,"Desserts, Ice Cream, Fast Food",,,No,No,,,,3,,Average
Frontier,,New Delhi,"E-27, Main Road, Naraina Vihar, Naraina, New Delhi",Naraina,,,,Bakery,,,No,No,,,,3,,Average
Green Chick Chop,,New Delhi,"Shop 21, Central Market, Phase 1, Naraina, New Delhi",Naraina,,,,"Raw Meats, North Indian, Fast Food",,,No,No,,,,3.2,,Average
Hot House Grill,,New Delhi,"Main Road Inderpuri, Todapur, Naraina, New Delhi",Naraina,,,,Fast Food,,,No,Yes,,,,3.2,,Average
Kanshi Ram Chole Kulche Wala,,New Delhi,"E-195, Naraina Vihar, Naraina, New Delhi",Naraina,,,,Street Food,,,No,No,,,,3.4,,Average
Kents Fast Food,,New Delhi,"15/5, Community Centre, Phase 1, Industrial Area, Naraina, New Delhi",Naraina,,,,"North Indian, Chinese, Fast Food",,,No,No,,,,2.8,,Average
Paharia Meat & Chicken Shop,,New Delhi,"RA 76/4, Main Market, Inderpuri, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,2.8,,Average
Palji Corner,,New Delhi,"WZ 274/A1, Main Market, Inderpuri, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,3.3,,Average
Paratha Hi Paratha,,New Delhi,"Ring Road, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,3.1,,Average
Picasso Roof Top,,New Delhi,"A-14, Naraina Vihar, New Delhi, Naraina, New Delhi",Naraina,,,,"Continental, European, North Indian",,,Yes,No,,,,3.1,,Average
RK Dosa,,New Delhi,"EA1/12, Main Market, Inderpuri, Naraina, New Delhi",Naraina,,,,South Indian,,,No,No,,,,2.8,,Average
Sandoz,,New Delhi,"C-159, Naraina Industrial Area, Naraina, New Delhi",Naraina,,,,"Chinese, North Indian",,,No,Yes,,,,2.6,,Average
Sardar Ji,,New Delhi,"WZ-429, C/57, Naraina Village, Naraina, New Delhi",Naraina,,,,"North Indian, Mughlai",,,No,No,,,,3,,Average
Satkar Fast Food,,New Delhi,"Opposite Mother Dairy Booth 332, Inderpuri, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,2.8,,Average
Sweetheart Cupcakes,,New Delhi,"A-72, 1st Floor, Near DDA Complex, Naraina, New Delhi",Naraina,,,,Desserts,,,No,No,,,,3.1,,Average
The Earthen Grill,,New Delhi,"CB 385, Opposite Maruti Service Station, Naraina, New Delhi",Naraina,,,,"North Indian, Mughlai, Awadhi",,,No,No,,,,3.2,,Average
Twenty Four Seven,,New Delhi,"C 190, Near Picasso Hotel, Naraina, New Delhi",Naraina,,,,"Fast Food, North Indian",,,No,No,,,,2.8,,Average
A Patisseries Gallery,,New Delhi,"H-53, Naraina, New Delhi",Naraina,,,,"Bakery, Desserts",,,No,No,,,,0,,Not rated
Aggarwal Bikaneri Sweets,,New Delhi,"WZ-258, Main Market, Near Pusa Gate, Inderpuri, Near Naraina, New Delhi",Naraina,,,,Mithai,,,No,No,,,,0,,Not rated
Aggarwal Sweets & Bakers,,New Delhi,"Ring Road, Naraina, New Delhi",Naraina,,,,"Desserts, Street Food",,,No,No,,,,0,,Not rated
Avatar Da Dhaba,,New Delhi,"Ring Road Narayna, Opp Dharamshala, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,0,,Not rated
Bengali Restaurant,,New Delhi,"CB, Block Ring Road, Naraina, New Delhi",Naraina,,,,"Bengali, Chinese",,,No,No,,,,0,,Not rated
Biryani Express,,New Delhi,"C 126, Shop 20, Nariana Industrial Area, Phase 1, Naraina, New Delhi",Naraina,,,,Biryani,,,No,No,,,,0,,Not rated
Brahm Point Fast Food,,New Delhi,"34/5, Community Center, Naraina Phase-1, Naraina, New Delhi",Naraina,,,,"Fast Food, Chinese",,,No,No,,,,0,,Not rated
Chinese Hot,,New Delhi,"Near Aggarwal Sweets, PVR Cinema Complex, Naraina, New Delhi",Naraina,,,,Chinese,,,No,No,,,,0,,Not rated
Curry Man,,New Delhi,"G-181, Naraina Vihar, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,0,,Not rated
Diya Chinese Food,,New Delhi,"EA 156, Main Market, Inderpuri, Naraina, New Delhi",Naraina,,,,Chinese,,,No,No,,,,0,,Not rated
Foodies,,New Delhi,"Opposite BOI ATM, Ring Road, Naraina, New Delhi",Naraina,,,,Chinese,,,No,No,,,,0,,Not rated
Fresh Meat CO,,New Delhi,"E 45, Naraina Vihar, Naraina, New Delhi",Naraina,,,,"Raw Meats, Fast Food",,,No,No,,,,0,,Not rated
Hans Fast Food Center,,New Delhi,"DDA Market, Community Center, Naraina, New Delhi",Naraina,,,,"Fast Food, Desserts",,,No,No,,,,0,,Not rated
Happy Hours,,New Delhi,"B Block, Ring Road, Naraina, New Delhi",Naraina,,,,"Chinese, Fast Food",,,No,No,,,,0,,Not rated
Khalsa Eating Point,,New Delhi,"R-5, Inderpuri, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,0,,Not rated
Krishna Yummy Foods,,New Delhi,"EA 156, Shop 3, Main Market, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,0,,Not rated
Laxmi Dhaba,,New Delhi,"Ring Road, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,0,,Not rated
Milan Shudh Vaishno,,New Delhi,"CB 206/1, Ring Road, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,0,,Not rated
Milko Sweets Corner,,New Delhi,"WZ-135, Naraina Ring Road, Naraina, New Delhi",Naraina,,,,"Mithai, Street Food",,,No,No,,,,0,,Not rated
New Punjabi Chaap Corner,,New Delhi,"EG-15, Main Market, Inderpuri, Naraina, New Delhi",Naraina,,,,Chinese,,,No,No,,,,0,,Not rated
Nik's Chawla Chik Inn,,New Delhi,"C-159, Shop 27, Naraina Industrial Area, Phase 1, Naraina, New Delhi",Naraina,,,,"North Indian, Fast Food",,,No,No,,,,0,,Not rated
Paras Corner,,New Delhi,"RZ-76, Inder Puri, Main Market, Naraina, New Delhi",Naraina,,,,Chinese,,,No,No,,,,0,,Not rated
Punjabi Tadka,,New Delhi,"Shop 6 EA-114, Main Market, Inderpuri, Naraina, New Delhi",Naraina,,,,North Indian,,,No,No,,,,0,,Not rated
Sardar A Pure Meat Shop,,New Delhi,"E-46, Main Road, Naraina, New Delhi",Naraina,,,,"Raw Meats, Fast Food, North Indian",,,No,No,,,,0,,Not rated
Shahi Hyderbadi Biryani,,New Delhi,"WZ 143, Ring Road, Naraina, New Delhi",Naraina,,,,Mughlai,,,No,No,,,,0,,Not rated
Shashi's China Wok,,New Delhi,"EG-120, Inderpuri, Naraina, New Delhi",Naraina,,,,Chinese,,,No,No,,,,0,,Not rated
Urban Palate,,New Delhi,"A-1, Shindi Colony, Naraina Vihar, Naraina, New Delhi",Naraina,,,,Fast Food,,,No,No,,,,0,,Not rated
Wrapss,,New Delhi,"A-34, Naraina Industrial Area, Near Pearl Academy, Naraina, New Delhi",Naraina,,,,"Chinese, Fast Food",,,No,No,,,,0,,Not rated
China Kitchen,,New Delhi,"Singhloa Marble Market, Main G.T Karnal Road, Narela, New Delhi",Narela,,,,"Chinese, North Eastern",,,No,No,,,,0,,Not rated
Chowringhee,,New Delhi,"Shop 3, Main Bus Stand Bawana, Khajan Market Bawana, Narela, New Delhi",Narela,,,,Fast Food,,,No,No,,,,0,,Not rated
D-Food,,New Delhi,"Shop 3, Plot 1161, Opposite Old Sabji Mandi, Kanjhawala Road Bawana, Narela, New Delhi",Narela,,,,"Chinese, Fast Food, Bakery",,,No,No,,,,0,,Not rated
Kith N Kin Cafeteria,,New Delhi,"Khasra 360-361, Village Mamurpur, Main Alipur Road, Narela, New Delhi",Narela,,,,"Chinese, North Indian",,,No,No,,,,0,,Not rated
Lazeez Rasoi,,New Delhi,"Saria Nath Market, Sabji Mandi, Narela, New Delhi",Narela,,,,"Chinese, North Indian",,,No,No,,,,0,,Not rated
Red Rose Restaurant,,New Delhi,"U-59, Lampur Road, Near Delhi Nagrik Sehkari Bank, Narela, New Delhi",Narela,,,,Fast Food,,,No,No,,,,0,,Not rated
Shri Bikaner Sweets & Restaurant,,New Delhi,"Kissan Bhawan, Main Delhi Road, Village Bawana, Narela, New Delhi",Narela,,,,"North Indian, Chinese, South Indian",,,No,No,,,,0,,Not rated
Welcome Family Restaurant,,New Delhi,"Shop 1962/1, Arya Samaj Road,  Near Sabzi Mandi, Narela, New Delhi",Narela,,,,"North Indian, South Indian",,,No,No,,,,0,,Not rated
Al Bake,,New Delhi,"Shop 7, 57, Manjusha Building, Nehru Place, New Delhi",Nehru Place,,,,"North Indian, Mughlai",,,No,No,,,,2.7,,Average
Americana Kitchen and Bar,,New Delhi,"Shop 5, Ground Floor, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,,,,"American, Tex-Mex, Italian, Mexican, North Indian",,,Yes,No,,,,2.8,,Average
Bawa Snacks Corner,,New Delhi,"G 4, Skyline House 85, Nehru Place, New Delhi",Nehru Place,,,,North Indian,,,No,No,,,,2.8,,Average
Bhimsain's Bengali Sweet House,,New Delhi,"4, Kundan House, Near Overseas Bank, Nehru Place, New Delhi",Nehru Place,,,,"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",,,No,No,,,,2.9,,Average
Cafe Coffee Day,,New Delhi,"Shop 2, Plot 70, The Great Eastern Center, Nehru Place, New Delhi",Nehru Place,,,,Cafe,,,No,No,,,,3.1,,Average
Cafe Coffee Day,,New Delhi,"101-104, Ist Floor, Dinar Bhavan, Nehru Place, New Delhi",Nehru Place,,,,Cafe,,,No,Yes,,,,3,,Average
Dolce Gelato,,New Delhi,"Ground Floor, Modi Towers, Nehru Place, New Delhi",Nehru Place,,,,"Ice Cream, Beverages, Fast Food",,,No,Yes,,,,3.2,,Average
Domino's Pizza,,New Delhi,"7, Satyam Complex, Nehru Place, New Delhi",Nehru Place,,,,"Pizza, Fast Food",,,No,No,,,,3,,Average
Gopala,,New Delhi,"G-4A/56, Eros Apartments, Nehru Place, New Delhi",Nehru Place,,,,"North Indian, Street Food",,,No,No,,,,3,,Average
New Punjabi Khana,,New Delhi,"1st Floor, 103 & 104, Pragati House, Nehru Place, New Delhi",Nehru Place,,,,North Indian,,,No,No,,,,3.1,,Average
New Vishal Corner,,New Delhi,"G-4, Vishal Building 95, Nehru Place, New Delhi",Nehru Place,,,,"North Indian, Street Food, Fast Food",,,No,No,,,,3.1,,Average
Punjabi Khana,,New Delhi,"G-8, Eros Apartment 56, Nehru Place, New Delhi",Nehru Place,,,,North Indian,,,No,No,,,,3.2,,Average
Rajshree,,New Delhi,"G-4, 44, Dinaar Bhawan, Satyam Cinema, Nehru Place, New Delhi",Nehru Place,,,,"South Indian, Chinese",,,No,No,,,,3.1,,Average
Snack Junction,,New Delhi,"G-5, 56, Eros Apartments, Nehru Place, New Delhi",Nehru Place,,,,"North Indian, Chinese",,,No,No,,,,3,,Average
Sona,,New Delhi,"53-54, 1st Floor, Goverdhan House, Nehru Place, New Delhi",Nehru Place,,,,"North Indian, South Indian, Fast Food",,,No,No,,,,3.4,,Average
Southy,,New Delhi,"15, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,,,,South Indian,,,No,Yes,,,,2.5,,Average
The First Floor,,New Delhi,"Building 58, 1st Floor, Sahyog Bhavan, Nehru Place, New Delhi",Nehru Place,,,,"North Indian, Chinese",,,Yes,Yes,,,,3.1,,Average
Hype,,New Delhi,"S-1, American Plaza, Eros Hotel, Nehru Place, New Delhi",Nehru Place,,,,"Finger Food, Italian, Middle Eastern",,,No,No,,,,3.7,,Good
McDonald's,,New Delhi,"Shop 1, Plot 45, Satyam Cinema Complex, Nehru Place, New Delhi",Nehru Place,,,,"Fast Food, Burger",,,No,Yes,,,,3.7,,Good
New Punjabi Khana,,New Delhi,"G-7/35-36, Aggarwal Bhawan, Nehru Place, New Delhi",Nehru Place,,,,North Indian,,,No,No,,,,3.9,,Good
Pizza Hut Delivery,,New Delhi,"8-9, Satyam Cinema Complex, Nehru Place, New Delhi",Nehru Place,,,,"Italian, Pizza, Fast Food",,,No,Yes,,,,3.6,,Good
Shree Rathnam,,New Delhi,"Shop G-8/9, Plot 32-33, Kusal Bazar, Near Satyam Cinema, Nehru Place, New Delhi",Nehru Place,,,,"South Indian, North Indian, Chinese",,,No,No,,,,3.6,,Good
Subway,,New Delhi,"3, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,,,,"American, Fast Food, Salad, Healthy Food",,,No,No,,,,3.6,,Good
Al Mughal,,New Delhi,"57/5, Manjusha Building, Nehru Place, New Delhi",Nehru Place,,,,Mughlai,,,No,No,,,,0,,Not rated
Anupama Restaurant,,New Delhi,"GF 10, Bajaj House, Building 97, Nehru Place, New Delhi",Nehru Place,,,,North Indian,,,No,No,,,,0,,Not rated
Cafe Einstein,,New Delhi,"21, Paharpur Business Centre, Nehru Place, New Delhi",Nehru Place,,,,"North Indian, Fast Food",,,No,No,,,,0,,Not rated
Delicious Eating Corner,,New Delhi,"Shop 2 & 3, DDA Mini Market, Opposite Wine Shop, Nehru Place, New Delhi",Nehru Place,,,,North Indian,,,No,No,,,,0,,Not rated
Gupta Rasoi,,New Delhi,"60, DDA Mini Market, Opposite Chiranjiv Tower, Nehru Place, New Delhi",Nehru Place,,,,North Indian,,,No,No,,,,0,,Not rated
Paras Chicken Point,,New Delhi,"DDA Mini Market, Behind Paras Cinema, Nehru Place, New Delhi",Nehru Place,,,,North Indian,,,No,No,,,,0,,Not rated
Ralhan Eating Corner,,New Delhi,"Shop 2, DDA Mini Market, Opposite Wine Shop, Nehru Place, New Delhi",Nehru Place,,,,North Indian,,,No,No,,,,0,,Not rated
Pind Balluchi,,New Delhi,"103/104-A, Goverdhan House, Behind Satyam Cinema, Nehru Place, New Delhi",Nehru Place,,,,"North Indian, Mughlai",,,Yes,Yes,,,,2.4,,Poor
Oh! Calcutta,,New Delhi,"Ground Floor, E Block, Opposite Satyam Cinema, Nehru Place, New Delhi",Nehru Place,,,,"Bengali, Seafood",,,Yes,Yes,,,,4.4,,Very Good
Alcoholic Lounge & Bar,,New Delhi,"Level 1, Fun Cinemas, North Square Mall, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,Finger Food,,,Yes,No,,,,2.8,,Average
Baljeet's Amritsari Koolcha,,New Delhi,"G-36, Aggarwal Millenium, Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,North Indian,,,No,No,,,,3.1,,Average
Bikanervala,,New Delhi,"1, ITL Twin Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",,,No,Yes,,,,3.4,,Average
Cafe Coffee Day,,New Delhi,"C-123, PP Towers, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,Cafe,,,No,No,,,,3.3,,Average
Chicago Pizza,,New Delhi,"G-41, Agarwal Millenium Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"Fast Food, Italian, Pizza",,,No,Yes,,,,3.4,,Average
Cocoberry,,New Delhi,"12-13, PP Tower, Main Camp Road, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,Desserts,,,No,Yes,,,,3.3,,Average
Dilli Chaap Wale,,New Delhi,"G-41, Aggarwal Cyber Plaza 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"North Indian, Fast Food",,,No,No,,,,3.4,,Average
Dips,,New Delhi,"G 37, Aggarwal Millenium, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"South Indian, Chinese",,,No,No,,,,2.8,,Average
Domino's Pizza,,New Delhi,"G-11, 12, & 17, Plot C-4, 5, & 6, Aggarwal Cyber Plaza, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"Pizza, Fast Food",,,No,No,,,,3.4,,Average
Gullu's,,New Delhi,"ITL Twin Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"North Indian, Mughlai",,,No,No,,,,2.9,,Average
Hashtag Foods,,New Delhi,"G-89, Aggarwal Millennium, Tower 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"Fast Food, Beverages",,,No,Yes,,,,3.4,,Average
Mini Meals,,New Delhi,"G-45, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"North Indian, South Indian, Fast Food",,,No,No,,,,2.7,,Average
No Name - Taste Hi Kaafi Hai,,New Delhi,"Unit G-73, Aggarwal Cyber Plaza 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"Burger, Fast Food",,,No,Yes,,,,3.2,,Average
Pind Balluchi,,New Delhi,"113 to 120, 1st Floor, PP Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"North Indian, Mughlai",,,Yes,Yes,,,,2.7,,Average
Pizza Hut,,New Delhi,"G-5, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"Italian, Pizza, Fast Food",,,No,Yes,,,,3.3,,Average
Raj Bhature wala,,New Delhi,"G-40, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"North Indian, Fast Food, Chinese",,,No,Yes,,,,3.4,,Average
Rolls Tiger,,New Delhi,"G-36, PP Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,Fast Food,,,No,Yes,,,,3.4,,Average
SGF - Spice Grill Flame,,New Delhi,"G-76, Ground Floor, Aggarwal Millenium, Tower 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"North Indian, Chinese",,,No,Yes,,,,3.4,,Average
Smoksha Cafe and Lounge,,New Delhi,"G-55/58, Aggrawal Metro Heights, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"Cafe, Chinese",,,No,No,,,,3.4,,Average
Subway,,New Delhi,"2-4, Metro Station, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"American, Fast Food, Salad, Healthy Food",,,No,Yes,,,,3.4,,Average
Sura Vie,,New Delhi,"101, Aggarwal Cyber Plaza 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"North Indian, Italian, Chinese, Thai",,,Yes,Yes,,,,3.4,,Average
Billu's Hut,,New Delhi,"G-28, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"Fast Food, Chinese",,,No,No,,,,3.9,,Good
BTW,,New Delhi,"G-46, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,Street Food,,,No,No,,,,3.7,,Good
Burger King,,New Delhi,"1st Floor, Plot C-1, 2 & 3, PP Towers, Netaji Subhash Place, New Delhi",Netaji Subhash Place,,,,"Burger, Fast Food",,,No,Yes,,,,3.6,,Good
